,AnswerText,SurveyID,UserID,QuestionID
5040,-1,2014,1,5
5041,-1,2014,2,5
5042,-1,2014,3,5
5043,-1,2014,4,5
5044,-1,2014,5,5
5045,-1,2014,6,5
5046,-1,2014,7,5
5047,-1,2014,8,5
5048,-1,2014,9,5
5049,-1,2014,10,5
5050,-1,2014,11,5
5051,-1,2014,12,5
5052,-1,2014,13,5
5053,-1,2014,14,5
5054,-1,2014,15,5
5055,-1,2014,16,5
5056,-1,2014,17,5
5057,-1,2014,18,5
5058,1,2014,19,5
5059,1,2014,20,5
5060,0,2014,21,5
5061,1,2014,22,5
5062,0,2014,23,5
5063,0,2014,24,5
5064,0,2014,25,5
5065,0,2014,26,5
5066,0,2014,27,5
5067,0,2014,28,5
5068,0,2014,29,5
5069,0,2014,30,5
5070,0,2014,31,5
5071,1,2014,32,5
5072,0,2014,33,5
5073,0,2014,34,5
5074,0,2014,35,5
5075,0,2014,36,5
5076,0,2014,37,5
5077,0,2014,38,5
5078,0,2014,39,5
5079,0,2014,40,5
5080,0,2014,41,5
5081,0,2014,42,5
5082,0,2014,43,5
5083,0,2014,44,5
5084,0,2014,45,5
5085,0,2014,46,5
5086,0,2014,47,5
5087,0,2014,48,5
5088,1,2014,49,5
5089,0,2014,50,5
5090,0,2014,51,5
5091,0,2014,52,5
5092,0,2014,53,5
5093,0,2014,54,5
5094,0,2014,55,5
5095,0,2014,56,5
5096,0,2014,57,5
5097,0,2014,58,5
5098,0,2014,59,5
5099,0,2014,60,5
5100,0,2014,61,5
5101,0,2014,62,5
5102,0,2014,63,5
5103,0,2014,64,5
5104,0,2014,65,5
5105,0,2014,66,5
5106,0,2014,67,5
5107,0,2014,68,5
5108,0,2014,69,5
5109,1,2014,70,5
5110,0,2014,71,5
5111,0,2014,72,5
5112,0,2014,73,5
5113,0,2014,74,5
5114,0,2014,75,5
5115,0,2014,76,5
5116,0,2014,77,5
5117,1,2014,78,5
5118,0,2014,79,5
5119,0,2014,80,5
5120,0,2014,81,5
5121,0,2014,82,5
5122,0,2014,83,5
5123,1,2014,84,5
5124,0,2014,85,5
5125,0,2014,86,5
5126,1,2014,87,5
5127,0,2014,88,5
5128,0,2014,89,5
5129,0,2014,90,5
5130,0,2014,91,5
